Feature,Coefficient,Absolute_Coefficient
Date_2017-06-05,2.779557440861982e-08,2.779557440861982e-08
Date_2012-05-16,2.7739285136123686e-08,2.7739285136123686e-08
Date_2018-08-15,-2.753310691953504e-08,2.753310691953504e-08
Date_2010-10-10,-2.752240646809292e-08,2.752240646809292e-08
Date_2012-12-09,-2.74956778184203e-08,2.74956778184203e-08
Date_2014-12-13,-2.7491575723293923e-08,2.7491575723293923e-08
Date_2013-09-22,-2.7432072390032845e-08,2.7432072390032845e-08
Date_2015-11-19,-2.7401394503568163e-08,2.7401394503568163e-08
Date_2022-08-17,2.737913656355244e-08,2.737913656355244e-08
Date_2012-07-26,2.7283236161048524e-08,2.7283236161048524e-08
Date_2012-03-19,2.727525205688874e-08,2.727525205688874e-08
Date_2020-11-18,2.72511275348852e-08,2.72511275348852e-08
Date_2014-12-20,2.7249237340486245e-08,2.7249237340486245e-08
Date_2018-02-27,-2.7234473759992334e-08,2.7234473759992334e-08
Date_2011-03-12,2.7228221535835694e-08,2.7228221535835694e-08
Date_2017-01-06,2.721422382348379e-08,2.721422382348379e-08
Date_2016-06-26,-2.720861420512112e-08,2.720861420512112e-08
Date_2014-06-22,2.715464819596785e-08,2.715464819596785e-08
Date_2012-12-16,-2.7100031835468156e-08,2.7100031835468156e-08
Date_2013-05-17,2.7096582710489658e-08,2.7096582710489658e-08
Date_2011-08-06,2.7096416407983914e-08,2.7096416407983914e-08
Date_2017-07-25,-2.6987252322593924e-08,2.6987252322593924e-08
Date_2020-02-07,-2.6935799019268646e-08,2.6935799019268646e-08
Date_2013-12-14,2.689624990845748e-08,2.689624990845748e-08
Date_2021-11-10,-2.6860090377777547e-08,2.6860090377777547e-08
Date_2018-09-21,-2.6799989523119367e-08,2.6799989523119367e-08
Date_2011-09-28,2.66923097958306e-08,2.66923097958306e-08
Date_2010-10-27,2.660442760851204e-08,2.660442760851204e-08
Date_2020-03-02,-2.6565514835786357e-08,2.6565514835786357e-08
Date_2013-01-09,2.6501376976616065e-08,2.6501376976616065e-08
Date_2019-05-27,2.6449566150161375e-08,2.6449566150161375e-08
Date_2019-06-11,-2.6376079161976135e-08,2.6376079161976135e-08
Date_2014-01-01,2.6369114319560258e-08,2.6369114319560258e-08
Date_2020-06-10,2.62901150879041e-08,2.62901150879041e-08
Date_2010-08-16,-2.6287415178929016e-08,2.6287415178929016e-08
Date_2017-11-29,-2.6241608936737523e-08,2.6241608936737523e-08
Date_2011-12-07,2.610401712494308e-08,2.610401712494308e-08
Date_2019-09-10,-2.6066228961547828e-08,2.6066228961547828e-08
Date_2010-10-09,-2.5998011212749182e-08,2.5998011212749182e-08
Date_2014-05-27,2.5961632513295785e-08,2.5961632513295785e-08
Date_2015-03-13,2.594997944601281e-08,2.594997944601281e-08
Date_2014-05-23,2.591092941528888e-08,2.591092941528888e-08
Date_2013-10-08,-2.582364976802737e-08,2.582364976802737e-08
Date_2011-02-03,-2.581912161436858e-08,2.581912161436858e-08
Date_2011-12-20,-2.575030999268766e-08,2.575030999268766e-08
Date_2019-04-28,-2.5642181601167576e-08,2.5642181601167576e-08
Date_2011-11-15,-2.5633281732571184e-08,2.5633281732571184e-08
Date_2014-02-07,-2.5562121663684056e-08,2.5562121663684056e-08
Date_2012-03-13,-2.5555958704179508e-08,2.5555958704179508e-08
Date_2020-08-29,2.5469209896388136e-08,2.5469209896388136e-08
Date_2021-03-02,2.5431589241838882e-08,2.5431589241838882e-08
Date_2020-06-02,2.5423678717008046e-08,2.5423678717008046e-08
Date_2015-11-13,-2.5415148004056216e-08,2.5415148004056216e-08
Date_2012-05-05,2.540642840040697e-08,2.540642840040697e-08
Date_2017-01-29,-2.53142196069204e-08,2.53142196069204e-08
Date_2010-12-06,-2.5312139814108307e-08,2.5312139814108307e-08
Date_2022-04-04,2.5310547233651433e-08,2.5310547233651433e-08
Date_2021-09-17,2.5290544328653215e-08,2.5290544328653215e-08
Date_2017-12-05,-2.5236022106010434e-08,2.5236022106010434e-08
Date_2011-12-26,-2.5222623187093388e-08,2.5222623187093388e-08
Date_2018-10-19,-2.5166790957905092e-08,2.5166790957905092e-08
Date_2020-07-02,2.5163202051798152e-08,2.5163202051798152e-08
Date_2017-03-16,-2.5156145338248218e-08,2.5156145338248218e-08
Date_2019-01-31,-2.5126352243047438e-08,2.5126352243047438e-08
Date_2022-01-20,-2.5122526988744154e-08,2.5122526988744154e-08
Date_2017-10-23,-2.506330813775631e-08,2.506330813775631e-08
Date_2014-07-22,2.503219108220813e-08,2.503219108220813e-08
Date_2022-01-23,2.5012602540423044e-08,2.5012602540423044e-08
Date_2016-06-24,2.500392073083196e-08,2.500392073083196e-08
Date_2015-02-06,2.4998119416103633e-08,2.4998119416103633e-08
Date_2020-03-04,2.495065200451611e-08,2.495065200451611e-08
Date_2018-08-18,2.4947647757844765e-08,2.4947647757844765e-08
Date_2021-09-18,-2.4936610577965376e-08,2.4936610577965376e-08
Date_2013-06-17,-2.4924811164408155e-08,2.4924811164408155e-08
Date_2011-10-25,-2.4920948607135444e-08,2.4920948607135444e-08
Date_2019-05-07,-2.48901671467912e-08,2.48901671467912e-08
Date_2015-07-23,-2.4882892680595546e-08,2.4882892680595546e-08
Date_2022-01-14,2.484581600547619e-08,2.484581600547619e-08
Date_2020-05-25,2.4837799629185224e-08,2.4837799629185224e-08
Date_2014-01-23,-2.4825380047088442e-08,2.4825380047088442e-08
Date_2019-03-20,2.4807969734906964e-08,2.4807969734906964e-08
Date_2017-09-22,-2.4793927570031816e-08,2.4793927570031816e-08
Date_2021-06-19,2.4746105487371686e-08,2.4746105487371686e-08
Date_2011-03-07,2.46523933962171e-08,2.46523933962171e-08
Date_2019-09-05,2.4618655172304424e-08,2.4618655172304424e-08
Date_2020-04-18,-2.461357569340725e-08,2.461357569340725e-08
Date_2013-07-19,2.45984286782358e-08,2.45984286782358e-08
Date_2019-04-20,2.4570786320926765e-08,2.4570786320926765e-08
Date_2017-10-13,-2.4560148080090383e-08,2.4560148080090383e-08
Date_2019-02-20,2.453215528350551e-08,2.453215528350551e-08
Date_2017-01-17,2.4513540014250584e-08,2.4513540014250584e-08
Date_2014-01-28,-2.4423360047577125e-08,2.4423360047577125e-08
Date_2018-08-14,2.4413315918501206e-08,2.4413315918501206e-08
Date_2017-12-13,-2.440996317564511e-08,2.440996317564511e-08
Date_2021-11-26,-2.4394991412389202e-08,2.4394991412389202e-08
Date_2014-03-23,2.4384780104884297e-08,2.4384780104884297e-08
Date_2013-07-14,-2.4374057609313857e-08,2.4374057609313857e-08
Date_2019-06-04,2.436336298205727e-08,2.436336298205727e-08
Date_2016-08-28,-2.43536272233812e-08,2.43536272233812e-08
Date_2013-11-14,2.4341909545874477e-08,2.4341909545874477e-08
Date_2021-01-16,2.430118105583762e-08,2.430118105583762e-08
Date_2017-08-16,2.427041160316643e-08,2.427041160316643e-08
Date_2016-12-26,-2.4260676094273808e-08,2.4260676094273808e-08
Date_2011-10-06,2.4258779225956453e-08,2.4258779225956453e-08
Date_2012-05-19,2.4091615417596588e-08,2.4091615417596588e-08
Date_2016-11-24,-2.4058342705402907e-08,2.4058342705402907e-08
Date_2019-09-06,-2.404631227179131e-08,2.404631227179131e-08
Date_2016-12-13,2.3940472977462303e-08,2.3940472977462303e-08
Date_2014-06-08,-2.3925138724177666e-08,2.3925138724177666e-08
Date_2019-10-29,2.387497119654199e-08,2.387497119654199e-08
Date_2012-12-21,2.3842624932949464e-08,2.3842624932949464e-08
Date_2021-01-23,2.3838372819822855e-08,2.3838372819822855e-08
Date_2017-02-07,2.3796539117651907e-08,2.3796539117651907e-08
Date_2010-08-05,2.3676583145904016e-08,2.3676583145904016e-08
Date_2014-01-31,2.3671339255122895e-08,2.3671339255122895e-08
Date_2012-08-21,2.3579858130475716e-08,2.3579858130475716e-08
Date_2022-03-28,-2.3507048730609813e-08,2.3507048730609813e-08
Date_2012-06-12,2.350656117349135e-08,2.350656117349135e-08
Date_2011-08-19,2.3479051931406277e-08,2.3479051931406277e-08
Date_2010-11-07,2.346111573746097e-08,2.346111573746097e-08
Date_2020-08-05,2.3421153154074374e-08,2.3421153154074374e-08
Date_2019-05-11,2.3398565584914e-08,2.3398565584914e-08
Date_2017-12-02,-2.334673873259345e-08,2.334673873259345e-08
Date_2017-05-12,2.33348397413066e-08,2.33348397413066e-08
Date_2015-01-06,2.326475509842836e-08,2.326475509842836e-08
Date_2017-03-17,-2.3264658717913402e-08,2.3264658717913402e-08
Date_2012-10-25,2.3234427853473675e-08,2.3234427853473675e-08
Date_2016-12-27,-2.323335756217573e-08,2.323335756217573e-08
Date_2021-06-14,2.3206756283742494e-08,2.3206756283742494e-08
Date_2021-10-02,-2.317931984352014e-08,2.317931984352014e-08
Date_2011-08-13,2.302105177766563e-08,2.302105177766563e-08
Date_2016-05-07,-2.2978713463450224e-08,2.2978713463450224e-08
Date_2011-09-04,2.296678291411846e-08,2.296678291411846e-08
Date_2017-02-11,2.2924975724973508e-08,2.2924975724973508e-08
Date_2019-12-12,2.2913697922004993e-08,2.2913697922004993e-08
Date_2021-02-09,-2.287343568713399e-08,2.287343568713399e-08
Date_2016-12-23,2.286020432511645e-08,2.286020432511645e-08
Date_2022-06-27,-2.2813176552290473e-08,2.2813176552290473e-08
Date_2019-05-02,-2.27975967135601e-08,2.27975967135601e-08
Date_2011-02-01,2.2783955483416062e-08,2.2783955483416062e-08
Date_2011-10-02,-2.2770215818380195e-08,2.2770215818380195e-08
Date_2013-01-02,2.2757358892656572e-08,2.2757358892656572e-08
Date_2022-07-26,2.2726953752808076e-08,2.2726953752808076e-08
Date_2012-04-11,-2.272200814955688e-08,2.272200814955688e-08
Date_2015-03-31,-2.26658696889267e-08,2.26658696889267e-08
Date_2021-03-26,-2.252337055518328e-08,2.252337055518328e-08
Date_2015-03-19,2.2463843882223273e-08,2.2463843882223273e-08
Date_2022-11-22,2.2420772104494662e-08,2.2420772104494662e-08
Date_2016-04-25,2.23297586060909e-08,2.23297586060909e-08
Date_2019-05-18,2.2311426550310017e-08,2.2311426550310017e-08
Date_2015-01-30,2.2266462439693824e-08,2.2266462439693824e-08
Date_2016-01-08,2.222065549924995e-08,2.222065549924995e-08
Date_2017-12-28,2.2200131677553935e-08,2.2200131677553935e-08
Date_2017-01-04,2.2172629398656864e-08,2.2172629398656864e-08
Date_2016-11-16,-2.215509954556446e-08,2.215509954556446e-08
Date_2016-06-27,-2.215381070998195e-08,2.215381070998195e-08
Date_2015-03-08,-2.2116740170208748e-08,2.2116740170208748e-08
Date_2020-02-22,-2.209454924755169e-08,2.209454924755169e-08
Date_2019-07-04,2.2077812765953813e-08,2.2077812765953813e-08
Date_2012-07-12,2.206349460772434e-08,2.206349460772434e-08
Date_2011-04-17,2.2043068068935888e-08,2.2043068068935888e-08
Date_2020-09-12,2.1921431159637265e-08,2.1921431159637265e-08
Date_2021-07-25,-2.1848527020515288e-08,2.1848527020515288e-08
Date_2014-10-21,-2.183380977957611e-08,2.183380977957611e-08
Date_2012-12-28,2.171910388573862e-08,2.171910388573862e-08
Date_2011-10-23,-2.171217583603607e-08,2.171217583603607e-08
Date_2013-05-03,-2.1711729987734883e-08,2.1711729987734883e-08
Date_2012-04-28,2.164415319710182e-08,2.164415319710182e-08
Date_2015-09-24,2.1640122448131175e-08,2.1640122448131175e-08
Date_2015-11-15,-2.1634973580107395e-08,2.1634973580107395e-08
Date_2010-07-03,-2.1616320012178364e-08,2.1616320012178364e-08
Date_2019-02-07,-2.160876746068199e-08,2.160876746068199e-08
Date_2023-02-01,-2.1601598998369847e-08,2.1601598998369847e-08
Date_2014-12-14,-2.1527766767450308e-08,2.1527766767450308e-08
Date_2012-08-08,2.1507538579585234e-08,2.1507538579585234e-08
Date_2013-03-20,2.1460751921681004e-08,2.1460751921681004e-08
Date_2022-01-12,2.1432663393159123e-08,2.1432663393159123e-08
Date_2014-06-26,2.140384063228048e-08,2.140384063228048e-08
Date_2018-07-06,-2.1401418097949873e-08,2.1401418097949873e-08
Date_2021-03-30,-2.137494024012045e-08,2.137494024012045e-08
Date_2012-10-10,-2.1368410598224475e-08,2.1368410598224475e-08
Date_2021-05-24,2.1357094882225407e-08,2.1357094882225407e-08
Date_2019-05-20,-2.1310081672181398e-08,2.1310081672181398e-08
Date_2011-11-05,-2.12783330929199e-08,2.12783330929199e-08
Date_2018-02-14,2.1265197656158194e-08,2.1265197656158194e-08
Date_2020-04-07,-2.1228024644497408e-08,2.1228024644497408e-08
Date_2021-02-23,2.1203082283011824e-08,2.1203082283011824e-08
Date_2021-06-01,-2.1149542808493514e-08,2.1149542808493514e-08
Date_2012-03-07,2.1078498472004655e-08,2.1078498472004655e-08
Date_2022-12-28,-2.10191467758258e-08,2.10191467758258e-08
Date_2020-06-15,-2.100924108980449e-08,2.100924108980449e-08
Date_2014-05-24,-2.0970951497673712e-08,2.0970951497673712e-08
Date_2020-11-03,-2.095864172550246e-08,2.095864172550246e-08
Date_2022-04-19,-2.0912022432313926e-08,2.0912022432313926e-08
Date_2021-04-07,2.0867988445831184e-08,2.0867988445831184e-08
Date_2020-09-17,-2.0780472886848598e-08,2.0780472886848598e-08
Date_2022-05-07,2.0730906848283444e-08,2.0730906848283444e-08
Date_2012-08-29,-2.0582647325266098e-08,2.0582647325266098e-08
Date_2015-03-11,2.055972382360388e-08,2.055972382360388e-08
Date_2018-08-13,2.0535098848148605e-08,2.0535098848148605e-08
Date_2020-03-28,2.052764474514692e-08,2.052764474514692e-08
Date_2018-03-27,-2.0500232667856226e-08,2.0500232667856226e-08
Date_2019-09-04,-2.0456254450388084e-08,2.0456254450388084e-08
Date_2022-07-17,-2.042875125140199e-08,2.042875125140199e-08
Date_2019-11-29,-2.0404994738597723e-08,2.0404994738597723e-08
Date_2020-12-10,2.0384751289666925e-08,2.0384751289666925e-08
Date_2017-05-27,-2.034761709109327e-08,2.034761709109327e-08
Date_2017-09-11,2.0312719356821967e-08,2.0312719356821967e-08
Date_2022-04-28,-2.0263612538521086e-08,2.0263612538521086e-08
Date_2011-07-18,-2.022380842166871e-08,2.022380842166871e-08
Date_2018-02-06,2.0211834282798598e-08,2.0211834282798598e-08
Date_2015-09-13,-2.0179268109182545e-08,2.0179268109182545e-08
Date_2014-02-06,-2.0177487716142785e-08,2.0177487716142785e-08
Date_2011-03-21,2.0175499530495634e-08,2.0175499530495634e-08
Date_2022-12-30,2.017160901605595e-08,2.017160901605595e-08
Date_2015-08-08,-2.0153337678200385e-08,2.0153337678200385e-08
Date_2020-10-29,-2.0077717072099883e-08,2.0077717072099883e-08
Date_2015-07-10,2.0069574768382606e-08,2.0069574768382606e-08
Date_2011-11-06,2.0061287982438065e-08,2.0061287982438065e-08
Date_2011-12-11,-1.9991735248168282e-08,1.9991735248168282e-08
Date_2020-02-21,1.99663113694821e-08,1.99663113694821e-08
Date_2014-09-29,-1.9959424618311003e-08,1.9959424618311003e-08
Date_2019-12-13,-1.992459034095975e-08,1.992459034095975e-08
Date_2016-10-26,-1.9912075840548934e-08,1.9912075840548934e-08
Date_2020-12-08,1.990515494651766e-08,1.990515494651766e-08
Date_2012-11-08,1.9881471073528868e-08,1.9881471073528868e-08
Date_2011-09-18,-1.981498919915557e-08,1.981498919915557e-08
Date_2015-12-24,-1.9810039979841605e-08,1.9810039979841605e-08
Date_2018-05-26,-1.9797701497014436e-08,1.9797701497014436e-08
Date_2022-09-21,1.9770172836263674e-08,1.9770172836263674e-08
Date_2015-09-03,1.9764455025965752e-08,1.9764455025965752e-08
Date_2012-06-14,-1.9741027003084556e-08,1.9741027003084556e-08
Date_2015-06-19,-1.9706137014620538e-08,1.9706137014620538e-08
Date_2019-07-10,-1.970545981694207e-08,1.970545981694207e-08
Date_2011-08-28,1.965059323097768e-08,1.965059323097768e-08
Date_2010-12-23,1.9630213743725506e-08,1.9630213743725506e-08
Date_2012-06-24,1.9617161237381458e-08,1.9617161237381458e-08
Date_2018-08-07,-1.961260468900213e-08,1.961260468900213e-08
Date_2014-08-26,-1.9548685681871092e-08,1.9548685681871092e-08
Date_2022-08-18,1.946838179937746e-08,1.946838179937746e-08
Date_2013-10-26,1.9459042705077987e-08,1.9459042705077987e-08
Date_2013-06-15,-1.9429526031442644e-08,1.9429526031442644e-08
Date_2014-12-16,1.9424296554950004e-08,1.9424296554950004e-08
Date_2017-05-22,1.9361183275657607e-08,1.9361183275657607e-08
Date_2022-02-27,1.936047996063034e-08,1.936047996063034e-08
Date_2022-08-01,-1.9354561375083873e-08,1.9354561375083873e-08
Date_2021-07-07,-1.9322083173499627e-08,1.9322083173499627e-08
Date_2014-08-13,-1.929100351637381e-08,1.929100351637381e-08
Date_2012-10-17,1.9269810347993344e-08,1.9269810347993344e-08
Date_2019-12-01,-1.923724711402533e-08,1.923724711402533e-08
Date_2016-02-01,-1.921728021135468e-08,1.921728021135468e-08
Date_2020-10-08,-1.919371154643098e-08,1.919371154643098e-08
Date_2019-10-21,-1.9189494362003068e-08,1.9189494362003068e-08
Date_2021-02-20,-1.9144836922717757e-08,1.9144836922717757e-08
Date_2022-10-18,-1.914212065589054e-08,1.914212065589054e-08
Date_2015-11-21,-1.912665460705261e-08,1.912665460705261e-08
Date_2015-04-29,-1.9104435379844937e-08,1.9104435379844937e-08
Date_2022-03-11,-1.9052504175936525e-08,1.9052504175936525e-08
Date_2010-12-04,1.9050549441070465e-08,1.9050549441070465e-08
Date_2013-07-09,1.895917919672639e-08,1.895917919672639e-08
Date_2015-05-26,1.886997723000203e-08,1.886997723000203e-08
Date_2012-10-15,1.8806702936433578e-08,1.8806702936433578e-08
Date_2012-03-17,-1.880202143654531e-08,1.880202143654531e-08
Date_2020-07-27,-1.8791839569424148e-08,1.8791839569424148e-08
Date_2014-09-02,1.8664738605089733e-08,1.8664738605089733e-08
Date_2022-03-09,-1.8582503877127683e-08,1.8582503877127683e-08
Date_2019-03-22,-1.846803668516112e-08,1.846803668516112e-08
Date_2015-08-22,1.8462105701105212e-08,1.8462105701105212e-08
Date_2016-03-12,1.8446400754827608e-08,1.8446400754827608e-08
Date_2020-02-24,1.841611498947288e-08,1.841611498947288e-08
Date_2022-10-30,1.840840503824848e-08,1.840840503824848e-08
Date_2016-02-04,-1.8387723930913002e-08,1.8387723930913002e-08
Date_2022-08-26,-1.835209239125844e-08,1.835209239125844e-08
Date_2018-10-24,1.8323324925125853e-08,1.8323324925125853e-08
Date_2020-04-09,1.8241267209869638e-08,1.8241267209869638e-08
Date_2019-04-21,-1.822524336549319e-08,1.822524336549319e-08
Date_2011-01-21,1.8207663700770122e-08,1.8207663700770122e-08
Date_2020-05-17,1.816460541474154e-08,1.816460541474154e-08
Date_2020-04-02,-1.814324879496927e-08,1.814324879496927e-08
Date_2018-01-22,1.808501875217265e-08,1.808501875217265e-08
Date_2015-10-11,1.803029379015146e-08,1.803029379015146e-08
Date_2015-07-21,-1.8005398361146148e-08,1.8005398361146148e-08
Date_2020-10-17,1.797588665050093e-08,1.797588665050093e-08
Date_2011-06-06,-1.7961090751397716e-08,1.7961090751397716e-08
Date_2022-06-09,-1.7935923835895236e-08,1.7935923835895236e-08
Date_2017-10-15,-1.793356629549513e-08,1.793356629549513e-08
Date_2013-08-20,1.7925107657754092e-08,1.7925107657754092e-08
Date_2014-11-15,1.7921014783510072e-08,1.7921014783510072e-08
Date_2018-01-10,1.7920089317251194e-08,1.7920089317251194e-08
Date_2017-01-22,-1.7882004675223572e-08,1.7882004675223572e-08
Date_2014-09-16,1.7840057080172894e-08,1.7840057080172894e-08
Date_2017-04-12,1.7831745930606223e-08,1.7831745930606223e-08
Date_2010-12-03,-1.7806424783091797e-08,1.7806424783091797e-08
Date_2015-08-12,-1.773585469185928e-08,1.773585469185928e-08
Date_2012-03-21,1.7735069517363104e-08,1.7735069517363104e-08
Date_2019-11-27,1.7717966957473953e-08,1.7717966957473953e-08
Date_2015-05-03,-1.7712853799049908e-08,1.7712853799049908e-08
Date_2022-07-22,1.7689018625792385e-08,1.7689018625792385e-08
Date_2011-06-07,1.765777540026416e-08,1.765777540026416e-08
Date_2019-04-19,-1.763813212939224e-08,1.763813212939224e-08
Date_2019-08-08,1.7602336859731036e-08,1.7602336859731036e-08
Date_2015-10-20,-1.759582086294324e-08,1.759582086294324e-08
Date_2014-09-08,-1.7543566027075867e-08,1.7543566027075867e-08
